Date,AMD_Open,AMD_High,AMD_Low,AMD_Close,AMD_Adj _Close,AMD_Volume
6/17/2020,54.790001,55.82,54.299999,54.549999,54.549999,45146500
6/18/2020,54.619999,55.119999,53.650002,54.040001,54.040001,40354700
6/19/2020,54.41,55.459999,53.82,54.23,54.23,52801500
6/22/2020,54.669998,55.169998,53.740002,54.759998,54.759998,44704800
6/23/2020,55.049999,55.369999,53.869999,53.990002,53.990002,48089000
6/24/2020,53.939999,54.740002,51.919998,52.389999,52.389999,53535500
6/25/2020,52.560001,52.700001,50.540001,51.93,51.93,51129600
6/26/2020,51.849998,51.950001,49.450001,50.099998,50.099998,65485700
6/29/2020,50.150002,50.279999,48.419998,50.279999,50.279999,49905800
6/30/2020,51.16,52.77,50.82,52.610001,52.610001,42275700
7/1/2020,52.630001,52.869999,51.599998,52.580002,52.580002,32370900
7/2/2020,53.029999,53.189999,52.049999,52.34,52.34,29081400
7/6/2020,52.900002,53.52,52.330002,53.400002,53.400002,36769400
7/7/2020,53.279999,54.169998,52.860001,52.93,52.93,32153100
7/8/2020,53.009998,53.470001,52.07,53.43,53.43,35608300
7/9/2020,53.52,57.580002,53.310001,57.259998,57.259998,87216300
7/10/2020,57.540001,58.150002,55.509998,55.880001,55.880001,59839700
7/13/2020,56.68,58.349998,53.380001,53.59,53.59,57741800
7/14/2020,53.299999,54.860001,52.259998,54.720001,54.720001,54890100
7/15/2020,54.959999,55.369999,53.59,55.34,55.34,42360300
7/16/2020,54.68,55.150002,53.740002,54.919998,54.919998,36887100
7/17/2020,55.310001,55.810001,54.68,55.040001,55.040001,34710400
7/20/2020,55.23,57.529999,54.830002,57.459999,57.459999,45034300
7/21/2020,57.810001,58.5,56.32,57,57,44741000
7/22/2020,57.07,62,56.970001,61.790001,61.790001,135159400
7/23/2020,61.630001,62.330002,58.630001,59.57,59.57,106829100
7/24/2020,64.18,69.940002,64.050003,69.400002,69.400002,205314500
7/27/2020,69.279999,71.629997,67.790001,68.970001,68.970001,107918100
7/28/2020,68.099998,69.800003,67.019997,67.610001,67.610001,94181400
7/29/2020,75.5,77.190002,73.900002,76.089996,76.089996,132969700
7/30/2020,75.370003,78.959999,75.07,78.199997,78.199997,80286900
7/31/2020,78.669998,78.959999,75.360001,77.43,77.43,71621600
8/3/2020,78.190002,78.5,77.059998,77.669998,77.669998,42628800
8/4/2020,78.029999,85.809998,77.989998,85.040001,85.040001,155676100
8/5/2020,84.959999,86.32,83.32,85.309998,85.309998,65642600
8/6/2020,85.489998,86.980003,84.779999,86.709999,86.709999,53961700
8/7/2020,86.669998,87.290001,82.669998,84.849998,84.849998,66543200
8/10/2020,85.050003,85.160004,79.32,82.239998,82.239998,70536100
8/11/2020,80.709999,80.709999,76.099998,76.879997,76.879997,77877700
8/12/2020,78.43,82.879997,77.550003,82.610001,82.610001,88513700
8/13/2020,82.879997,84.019997,81.540001,81.839996,81.839996,57407400
8/14/2020,81.809998,83.239998,80.879997,81.300003,81.300003,42389500
8/17/2020,82.089996,83.059998,81.550003,82.419998,82.419998,31450200
8/18/2020,82.800003,82.879997,81.029999,81.660004,81.660004,30970500
8/19/2020,81.779999,81.849998,80.449997,81.089996,81.089996,37507400
8/20/2020,79.739998,82.839996,79.120003,82.769997,82.769997,42948900
8/21/2020,83.290001,84.410004,82.230003,83.809998,83.809998,48280300
8/24/2020,84.550003,85.330002,82.550003,83.080002,83.080002,38036100
8/25/2020,83.360001,86.620003,82.349998,86.349998,86.349998,49234400
8/26/2020,86.970001,87.720001,85.199997,86.019997,86.019997,47157300
8/27/2020,86.349998,86.580002,82.940002,83.800003,83.800003,42194200
8/28/2020,84.300003,86.040001,84.190002,85.550003,85.550003,40723300
8/31/2020,85.050003,92.639999,85.050003,90.82,90.82,90655900
9/1/2020,91.919998,92.510002,90.190002,92.18,92.18,55825600
9/2/2020,94.010002,94.279999,88.739998,90.220001,90.220001,50366900
9/3/2020,87.839996,88.470001,81.589996,82.540001,82.540001,87462700
9/4/2020,81.449997,84.389999,76.330002,82.010002,82.010002,82267800
9/8/2020,78.050003,81.879997,78,78.690002,78.690002,54955700
9/9/2020,81.400002,82.440002,79.279999,81.910004,81.910004,54163900
9/10/2020,83.07,83.309998,78.379997,78.980003,78.980003,51499400
9/11/2020,79.82,79.989998,75.040001,76.339996,76.339996,54763000
9/14/2020,76.800003,78.82,76.260002,77.900002,77.900002,47448700
9/15/2020,77.660004,80.330002,75.970001,78.93,78.93,57874400
9/16/2020,79.349998,79.720001,76.540001,76.660004,76.660004,38393500
9/17/2020,74.879997,76.629997,74.199997,76.550003,76.550003,55619100
9/18/2020,77,77.400002,73.849998,74.93,74.93,51082900
9/21/2020,74.230003,77.980003,73.879997,77.940002,77.940002,61312000
9/22/2020,78.360001,78.790001,75.269997,77.699997,77.699997,56044700
9/23/2020,77.389999,77.910004,74.339996,74.730003,74.730003,42327500
9/24/2020,74.540001,77.25,73.900002,75.82,75.82,57540900
9/25/2020,76.349998,78.199997,74.669998,78.059998,78.059998,48206200
9/28/2020,79.120003,79.57,77.519997,79.480003,79.480003,48005500
9/29/2020,79.300003,82.550003,79.300003,81.769997,81.769997,61568900
9/30/2020,81.75,82.940002,80.660004,81.989998,81.989998,51533700
10/1/2020,83.059998,85.25,82.860001,84.860001,84.860001,52177100
10/2/2020,82.580002,84.650002,81.660004,81.800003,81.800003,52855100
10/5/2020,82.550003,86.279999,82.550003,86.150002,86.150002,47056500
10/6/2020,86.209999,87.25,83.540001,84.480003,84.480003,52725400
10/7/2020,86.099998,87.790001,85.650002,86.690002,86.690002,43045700
10/8/2020,88.110001,88.720001,85.949997,86.510002,86.510002,54240700
10/9/2020,84.739998,85.75,82.349998,83.099998,83.099998,80354400
10/12/2020,83.650002,85.129997,83.120003,84.290001,84.290001,47669700
10/13/2020,84.860001,86.089996,83.970001,85.279999,85.279999,42764100
10/14/2020,85.860001,85.959999,83.459999,84.209999,84.209999,40403000
10/15/2020,83.400002,84.720001,82.419998,83.129997,83.129997,33696400
10/16/2020,83.540001,83.989998,82.410004,83.169998,83.169998,31474300
10/19/2020,83.620003,84.650002,81.529999,82,82,36689100
10/20/2020,82.160004,82.690002,80.580002,81.559998,81.559998,38219400
10/21/2020,81.720001,81.93,79.190002,79.199997,79.199997,36426400
10/22/2020,79.650002,80.82,78.419998,79.419998,79.419998,38006800
10/23/2020,80.93,81.989998,79.330002,81.959999,81.959999,46557700
10/26/2020,82.550003,84.970001,80.860001,82.230003,82.230003,69423700
10/27/2020,82,82.370003,77.57,78.879997,78.879997,156669500
10/28/2020,78.730003,78.959999,75.760002,76.400002,76.400002,76529900
10/29/2020,76.75,79.18,76.290001,78.019997,78.019997,52784100
10/30/2020,77.089996,77.699997,74.230003,75.290001,75.290001,51349000
11/2/2020,75.849998,76.339996,73.760002,74.699997,74.699997,45760700
11/3/2020,74.93,77.080002,74.599998,76.580002,76.580002,41231800
11/4/2020,80.25,81.849998,78.970001,81.349998,81.349998,66579700
11/5/2020,83.269997,83.5,81.849998,83,83,46542300
11/6/2020,83.519997,86.089996,82.669998,85.879997,85.879997,53829900
11/9/2020,84.239998,87.050003,82.769997,83.120003,83.120003,58580700
11/10/2020,81.93,82.129997,77.629997,77.989998,77.989998,67137200
11/11/2020,79.389999,81.470001,78.970001,81.279999,81.279999,44611300
11/12/2020,81.32,83,80.300003,81.839996,81.839996,37242600
11/13/2020,82.730003,83.110001,80.699997,81.43,81.43,30423200
11/16/2020,81.209999,83.779999,80.480003,83.730003,83.730003,38640800
11/17/2020,83.93,84.809998,82.910004,83.360001,83.360001,29473500
11/18/2020,83.010002,83.959999,82.220001,82.540001,82.540001,29968000
11/19/2020,82.389999,85.639999,81.720001,85.540001,85.540001,50116800
11/20/2020,85.279999,86.099998,84.470001,84.639999,84.639999,35008400
11/23/2020,85.519997,87.540001,84.620003,85.309998,85.309998,46505000
11/24/2020,85.720001,86.110001,83.32,85.07,85.07,36839200
11/25/2020,85.760002,87.839996,85.519997,86.709999,86.709999,41349700
11/27/2020,87.989998,88,86.360001,87.190002,87.190002,22717600
11/30/2020,87.330002,92.739998,86.529999,92.660004,92.660004,84483000
12/1/2020,92.25,93.900002,90.779999,92.629997,92.629997,58583600
12/2/2020,92.889999,96.370003,92.529999,93.739998,93.739998,57988800
12/3/2020,94.059998,94.699997,92.010002,92.309998,92.309998,35859700
12/4/2020,92.580002,94.580002,90.629997,94.040001,94.040001,45570300
12/7/2020,94.949997,95,92.970001,94.07,94.07,39815700
12/8/2020,94.050003,94.739998,91.900002,92.919998,92.919998,33907500
12/9/2020,92.760002,94.699997,89.160004,89.830002,89.830002,52170400
12/10/2020,89.550003,92.089996,89.029999,91.660004,91.660004,33804400
12/11/2020,91.540001,92.330002,90.160004,91.650002,91.650002,28368100
12/14/2020,92.209999,95.410004,91.849998,94.779999,94.779999,48026400
12/15/2020,95.93,97.980003,95.449997,97.120003,97.120003,57232700
12/16/2020,97.040001,97.269997,95.459999,96.849998,96.849998,34909000
12/17/2020,97.550003,97.919998,96.25,96.839996,96.839996,32023700
12/18/2020,97.269997,97.68,93.559998,95.919998,95.919998,51823100
12/21/2020,94.25,95.279999,91.080002,93.230003,93.230003,47093900
12/22/2020,93.360001,93.550003,90.529999,93.160004,93.160004,35673700
12/23/2020,93.080002,93.129997,91.459999,91.550003,91.550003,25993300
12/24/2020,91.800003,92.510002,91.309998,91.809998,91.809998,16705900
12/28/2020,92.93,93.139999,90.82,91.599998,91.599998,30627300
12/29/2020,91.660004,92.459999,89.43,90.620003,90.620003,31748200
12/30/2020,90.779999,92.849998,90.190002,92.290001,92.290001,25845000
12/31/2020,92.099998,92.300003,90.870003,91.709999,91.709999,24930700
1/4/2021,92.110001,96.059998,90.919998,92.300003,92.300003,51802600
1/5/2021,92.099998,93.209999,91.410004,92.769997,92.769997,34208000
1/6/2021,91.620003,92.279999,89.459999,90.330002,90.330002,51911700
1/7/2021,91.330002,95.510002,91.199997,95.160004,95.160004,42897200
1/8/2021,95.980003,96.400002,93.269997,94.580002,94.580002,39816400
1/11/2021,94.029999,99.230003,93.760002,97.25,97.25,48600200
1/12/2021,97.860001,98.970001,94.07,95.360001,95.360001,67672300
1/13/2021,93.010002,93.889999,90.839996,91.779999,91.779999,60712900
1/14/2021,91.769997,92.360001,90.449997,90.790001,90.790001,53408200
1/15/2021,90.75,91.589996,87.860001,88.209999,88.209999,49340300
1/19/2021,89.559998,89.580002,87.239998,89.449997,89.449997,45115100
1/20/2021,90.550003,90.779999,88.599998,88.75,88.75,35185800
1/21/2021,89.339996,92.07,88.43,91.529999,91.529999,54221900
1/22/2021,94.419998,95.949997,91.879997,92.790001,92.790001,71294700
1/25/2021,94.139999,95.739998,91.400002,94.129997,94.129997,55086900
1/26/2021,94.910004,95.720001,93.629997,94.709999,94.709999,59449100
1/27/2021,91.099998,91.879997,86.220001,88.839996,88.839996,73341200
1/28/2021,89.830002,89.879997,87.300003,87.519997,87.519997,47048400
1/29/2021,87.559998,88.330002,85.019997,85.639999,85.639999,56735800
2/1/2021,86.830002,87.949997,84.660004,87.660004,87.660004,42359300
2/2/2021,88.489998,89.279999,86.949997,88.860001,88.860001,33850000
2/3/2021,88.599998,89.480003,87.339996,87.889999,87.889999,32312900
2/4/2021,88.220001,88.599998,87.059998,87.839996,87.839996,30791600
2/5/2021,88.150002,88.360001,86.879997,87.900002,87.900002,30268700
2/8/2021,88.309998,91.989998,87.980003,91.470001,91.470001,47639900
2/9/2021,91.389999,93.300003,90.550003,90.910004,90.910004,37596400
2/10/2021,91.5,93.269997,90.459999,92.349998,92.349998,42441300
2/11/2021,92.900002,93.650002,91.330002,92.660004,92.660004,35571000
2/12/2021,92.75,94.220001,91.900002,93.769997,93.769997,38538400
2/16/2021,93.900002,94,90.75,91.459999,91.459999,35105900
2/17/2021,90.559998,90.959999,88.57,89.940002,89.940002,32245500
2/18/2021,89.089996,89.599998,87.309998,88.639999,88.639999,35624900
2/19/2021,89.75,90.419998,88.690002,89.580002,89.580002,29548300
2/22/2021,88.150002,88.300003,85.209999,85.370003,85.370003,36930200
2/23/2021,83.400002,85.110001,79.360001,84.739998,84.739998,49720900
2/24/2021,84.330002,87.089996,82.809998,86.940002,86.940002,40821200
2/25/2021,86.169998,87.089996,81.919998,82.419998,82.419998,54625100
2/26/2021,83.57,85.589996,82.910004,84.510002,84.510002,48962900
3/1/2021,85.370003,86.5,83.970001,86.389999,86.389999,32746200
3/2/2021,86.919998,86.949997,84.040001,84.129997,84.129997,34828200
3/3/2021,84.279999,84.379997,80.849998,80.860001,80.860001,43541000
3/4/2021,80.230003,81.809998,76.779999,77.75,77.75,60549400
3/5/2021,79,79.480003,74.199997,78.519997,78.519997,58548900
3/8/2021,78.029999,79,73.860001,73.959999,73.959999,54563900
3/9/2021,76.730003,79.220001,75.769997,78.529999,78.529999,45088300
3/10/2021,79.75,80.040001,77.410004,77.519997,77.519997,45416600
3/11/2021,79.400002,81.889999,79.370003,81.230003,81.230003,43583700
3/12/2021,79.730003,81.190002,79.230003,81.050003,81.050003,32938000
3/15/2021,81.910004,83.389999,81.199997,82.5,82.5,39086800
3/16/2021,83.660004,84.75,82.260002,82.75,82.75,42971600
3/17/2021,81.75,83.25,80.410004,82.629997,82.629997,43320600
3/18/2021,81.059998,81.620003,78.010002,78.120003,78.120003,51036500
3/19/2021,78.489998,79.339996,77.589996,79.059998,79.059998,42283400
3/22/2021,79.989998,81.269997,79.220001,80.300003,80.300003,39648600
3/23/2021,80.129997,80.339996,77.949997,78.379997,78.379997,40466600
3/24/2021,77.550003,78.800003,76.400002,76.480003,76.480003,43753600
3/25/2021,75.849998,76.949997,74.959999,76.220001,76.220001,44735100
3/26/2021,76.620003,77.5,75.029999,77.410004,77.410004,49148700
3/29/2021,77.029999,78.019997,76.260002,77.139999,77.139999,37144300
3/30/2021,76.470001,76.559998,74.849998,76,76,39169300
3/31/2021,76.57,79.129997,76.519997,78.5,78.5,43659500
4/1/2021,80.160004,81.309998,79.480003,81.089996,81.089996,40182400
4/5/2021,81.739998,81.900002,80.389999,81.43,81.43,32610600
4/6/2021,81.209999,82.459999,80.879997,81.440002,81.440002,29327900
4/7/2021,81.32,83.099998,80.349998,82.199997,82.199997,35590900
4/8/2021,83.32,83.790001,82.440002,83.349998,83.349998,41925300
4/9/2021,82.800003,83.589996,82.160004,82.760002,82.760002,32759900
4/12/2021,82.059998,82.18,78.029999,78.580002,78.580002,62098800
4/13/2021,79.669998,80.720001,78.980003,80.190002,80.190002,37767300
4/14/2021,79.879997,80.129997,77.940002,78.550003,78.550003,34263800
4/15/2021,80.32,83.949997,79.970001,83.010002,83.010002,68942800
4/16/2021,83.300003,83.589996,81.529999,82.150002,82.150002,47280600
4/19/2021,82.129997,83.18,80.389999,81.110001,81.110001,39115500
4/20/2021,80.82,81.110001,78.510002,79.269997,79.269997,34977800
4/21/2021,78.989998,81.660004,78.860001,81.610001,81.610001,35069000
4/22/2021,81.610001,81.790001,78.589996,79.059998,79.059998,38846100
4/23/2021,80.209999,83.300003,79.959999,82.760002,82.760002,49194000
4/26/2021,83.349998,85.900002,82.699997,85.410004,85.410004,57594500
4/27/2021,85.669998,87.150002,85.129997,85.209999,85.209999,61909900
4/28/2021,88.849998,89.199997,83.919998,84.019997,84.019997,108920300
4/29/2021,84.699997,85.269997,82.629997,83.910004,83.910004,51294500
4/30/2021,82.970001,84.099998,81.419998,81.620003,81.620003,46601900
5/3/2021,81.970001,82,78.459999,78.550003,78.550003,66323300
5/4/2021,77.949997,78.669998,77.040001,78.610001,78.610001,59194300
5/5/2021,79.050003,79.300003,77.360001,77.830002,77.830002,42310200
5/6/2021,77.629997,78.059998,76.470001,77.889999,77.889999,38661300
5/7/2021,78.75,79.57,78.220001,78.809998,78.809998,36954200
5/10/2021,78.199997,78.300003,75.919998,75.989998,75.989998,45134500
5/11/2021,73.57,76.93,72.75,76.830002,76.830002,51008200
5/12/2021,75.089996,76.129997,74.160004,74.639999,74.639999,42531400
5/13/2021,75.209999,75.699997,72.5,73.089996,73.089996,48646800
5/14/2021,74.019997,75.029999,72.720001,74.589996,74.589996,38355800
5/17/2021,74.220001,75.519997,73.410004,74.650002,74.650002,40779200
5/18/2021,74.739998,75.769997,74.239998,74.440002,74.440002,31982500
5/19/2021,73.160004,76.970001,72.760002,76.230003,76.230003,73966200
5/20/2021,76.809998,78.269997,76.25,78.059998,78.059998,49135000
5/21/2021,78.550003,78.809998,77.040001,77.169998,77.169998,40201100
5/24/2021,77.260002,78.010002,76.800003,77.440002,77.440002,33194300
5/25/2021,77.330002,78.769997,76.839996,77.860001,77.860001,47353100
5/26/2021,77.830002,78.589996,77.589996,78.339996,78.339996,30354000
5/27/2021,78.110001,78.43,77.470001,78.419998,78.419998,35883200
5/28/2021,78.660004,81.089996,78.660004,80.080002,80.080002,40952700
6/1/2021,81.010002,82.910004,80.660004,80.809998,80.809998,43433000
6/2/2021,81,82.599998,80.660004,81.970001,81.970001,35203200
6/3/2021,81.129997,81.889999,80.260002,80.279999,80.279999,29812000
6/4/2021,80.919998,82.190002,80.809998,81.580002,81.580002,26387800
6/7/2021,81.400002,81.68,80.379997,81.349998,81.349998,29006800
6/8/2021,81.870003,82.650002,80.449997,80.889999,80.889999,26956600
6/9/2021,81.089996,81.68,79.800003,79.959999,79.959999,28454600
6/10/2021,80.019997,81.709999,79.699997,81.559998,81.559998,28606400
6/11/2021,81.610001,82.330002,80.699997,81.309998,81.309998,24310900
6/14/2021,81.510002,81.550003,80.199997,81.550003,81.550003,27830200
6/15/2021,81.589996,81.68,80.220001,80.470001,80.470001,26194300
6/16/2021,80.75,81.449997,78.959999,80.110001,80.110001,29598300
6/17/2021,80.769997,85.370003,80.57,84.559998,84.559998,77822800
6/18/2021,84.279999,85.769997,83.480003,84.650002,84.650002,58736800
6/21/2021,83.489998,84.190002,82.209999,82.589996,82.589996,44417100
6/22/2021,82.900002,84.040001,82.480003,83.580002,83.580002,32107700
6/23/2021,83.830002,84.489998,83.160004,83.82,83.82,25992400
6/24/2021,84.389999,87.139999,84.370003,86.099998,86.099998,42217700
6/25/2021,86.339996,86.360001,85.099998,85.620003,85.620003,27804500
6/28/2021,86.379997,88,86.150002,87.080002,87.080002,30262000
6/29/2021,87.410004,90.300003,86.660004,89.519997,89.519997,46181000
6/30/2021,90.82,94.339996,90.599998,93.93,93.93,70721500
7/1/2021,94.040001,94.18,91.699997,93.309998,93.309998,58059000
7/2/2021,93.279999,95.269997,92.209999,94.699997,94.699997,51316700
7/6/2021,94.879997,95.410004,93.32,94.470001,94.470001,44930100
7/7/2021,95.019997,95.440002,90.309998,90.540001,90.540001,51498500
7/8/2021,87.860001,90.339996,87.449997,89.739998,89.739998,45673500
7/9/2021,90.040001,91.260002,88.529999,90.900002,90.900002,35278400
7/12/2021,91.220001,91.900002,89.650002,90.809998,90.809998,28526600
7/13/2021,90.480003,91.410004,89.830002,90.260002,90.260002,30367600
7/14/2021,90.760002,91.400002,88.940002,89.050003,89.050003,28108500
7/15/2021,89.779999,89.779999,86.18,86.93,86.93,38944700
7/16/2021,87.32,88.029999,85.68,85.889999,85.889999,35860700
7/19/2021,84.989998,87.230003,84.239998,86.580002,86.580002,39244800
7/20/2021,87.089996,87.769997,85.169998,87.110001,87.110001,28089000
7/21/2021,87.25,89.489998,86.900002,89.410004,89.410004,29469900
7/22/2021,89.400002,91.360001,89.080002,91.209999,91.209999,33730100
7/23/2021,91.349998,92.370003,90.190002,92.150002,92.150002,31708900
7/26/2021,92.010002,92.75,91.120003,91.82,91.82,27668500
7/27/2021,92.940002,94.099998,89.099998,91.029999,91.029999,69427000
7/28/2021,93.440002,98.709999,89.650002,97.93,97.93,140561000
7/29/2021,96.580002,105.739998,96.580002,102.949997,102.949997,164091800
7/30/2021,101.599998,106.970001,101.379997,106.190002,106.190002,125632000
8/2/2021,105.93,110.330002,103.830002,108.629997,108.629997,115581900
8/3/2021,108.150002,114.849998,107.660004,112.559998,112.559998,157723100
8/4/2021,114.360001,122.489998,114.160004,118.769997,118.769997,225368700
8/5/2021,116.629997,117.68,111.589996,112.349998,112.349998,137860900
8/6/2021,110.550003,116.260002,109.699997,110.110001,110.110001,143899000
8/9/2021,111.309998,112.330002,107.059998,107.580002,107.580002,115749900
8/10/2021,107.900002,109.169998,104.360001,106.480003,106.480003,113012300
8/11/2021,107.599998,109.790001,105.620003,107.68,107.68,91788300
8/12/2021,107.389999,108.440002,105.860001,106.5,106.5,60578700
8/13/2021,107.169998,111.709999,106.57,110.550003,110.550003,100135700
8/16/2021,110.199997,111.580002,105.870003,107.480003,107.480003,73325400
8/17/2021,106.639999,108.699997,105.349998,107.559998,107.559998,74053900
8/18/2021,107.349998,108.07,103.269997,103.440002,103.440002,79387900
8/19/2021,103.32,106.18,101.980003,103.699997,103.699997,71117500
8/20/2021,104.32,105.980003,103.989998,104.650002,104.650002,55227600
8/23/2021,105.300003,109.019997,104.860001,108.769997,108.769997,68835300
8/24/2021,109.449997,109.610001,107.279999,107.650002,107.650002,51239300
8/25/2021,108.129997,109.910004,107.449997,108.300003,108.300003,45485500
8/26/2021,108.57,109.230003,106.839996,107.269997,107.269997,51442500
8/27/2021,108.010002,111.779999,107.800003,111.400002,111.400002,61030000
8/30/2021,112.610001,114.489998,111.260002,111.32,111.32,56130500
8/31/2021,111.260002,111.260002,109.029999,110.720001,110.720001,49339000
9/1/2021,111.300003,111.849998,109.849998,109.989998,109.989998,38579600
9/2/2021,110.32,110.879997,108.769997,109.199997,109.199997,40090500
9/3/2021,108.849998,111.169998,108.5,109.919998,109.919998,42605800
9/7/2021,109.959999,110.580002,108.660004,109.150002,109.150002,28815200
9/8/2021,108.879997,109.300003,105.519997,106.169998,106.169998,43067900
9/9/2021,106.559998,107.300003,105.839996,106.150002,106.150002,31857900
9/10/2021,106.989998,106.989998,104.980003,105.199997,105.199997,32602300
9/13/2021,105.260002,105.279999,102.629997,104.800003,104.800003,37767800
9/14/2021,105.519997,106.82,104.419998,105.730003,105.730003,40629500
9/15/2021,106,106.32,104.029999,105.599998,105.599998,37998900
9/16/2021,104.919998,106.75,103.760002,106.220001,106.220001,38150300
9/17/2021,105.559998,105.980003,103.709999,103.879997,103.879997,44528300
9/20/2021,101.580002,102.510002,99.510002,101.550003,101.550003,45228400
9/21/2021,102.150002,103.43,101.18,102.82,102.82,35481500
9/22/2021,102.82,104.559998,102.209999,104.379997,104.379997,34126300
9/23/2021,104.889999,106.860001,103.889999,106.150002,106.150002,32816700
9/24/2021,105.190002,106.050003,104.68,105.800003,105.800003,26482600
9/27/2021,105.07,108.440002,103.440002,108.160004,108.160004,51944300
9/28/2021,106.839996,107.650002,101.419998,101.519997,101.519997,74469000
9/29/2021,102.300003,102.660004,99.809998,100.349998,100.349998,52224700
9/30/2021,102.080002,104.440002,101.989998,102.900002,102.900002,57636700
10/1/2021,102.599998,103,100.639999,102.449997,102.449997,41491600
10/4/2021,101.739998,101.849998,99.82,100.339996,100.339996,41967100
10/5/2021,100.919998,102.870003,100.610001,101.809998,101.809998,31455200
10/6/2021,100.449997,103.720001,100.349998,103.639999,103.639999,39071700
10/7/2021,104.599998,107.949997,104.459999,106.449997,106.449997,41543100
10/8/2021,106.550003,107.279999,104.889999,105.059998,105.059998,30623000
10/11/2021,104.620003,107.199997,104.019997,104.68,104.68,31284400
10/12/2021,105.169998,106.040001,104.339996,105.040001,105.040001,34039900
10/13/2021,106.279999,109.879997,106.25,109.160004,109.160004,55631900
10/14/2021,110.5,112.220001,109.629997,111.989998,111.989998,46900200
10/15/2021,112.510002,112.839996,111.110001,112.120003,112.120003,34203000
10/18/2021,111.900002,116.879997,111.370003,116.43,116.43,47537800
10/19/2021,116.160004,117.169998,114.470001,116.330002,116.330002,39593900
10/20/2021,116.290001,118.300003,115.419998,116.389999,116.389999,34244800
10/21/2021,116.5,119.68,116.260002,119.330002,119.330002,34794900
10/22/2021,120.830002,121.559998,118.370003,119.82,119.82,38992700
10/25/2021,120.519997,123.459999,118.599998,122.360001,122.360001,47834100
10/26/2021,122.989998,127.199997,122.580002,122.93,122.93,59458900
10/27/2021,121.629997,128.080002,121.050003,122.279999,122.279999,98245300
10/28/2021,122.860001,123.5,120.260002,121.160004,121.160004,58002500
10/29/2021,120.949997,122.57,119.879997,120.230003,120.230003,43320100
11/1/2021,119.449997,125.669998,118.129997,125.230003,125.230003,54559800
11/2/2021,124.980003,128.460007,124.199997,127.629997,127.629997,53491900
11/3/2021,127.75,130.600006,126.790001,130.529999,130.529999,59537800
11/4/2021,132.009995,139,130.770004,137.5,137.5,84825200
11/5/2021,139.190002,141.220001,134.419998,136.339996,136.339996,64920600
11/8/2021,137.699997,153.600006,137.699997,150.160004,150.160004,141493800
11/9/2021,154.009995,155.649994,143.889999,148.919998,148.919998,98442600
11/10/2021,143.929993,146.300003,138.520004,139.869995,139.869995,82989200
11/11/2021,142.960007,146.470001,140.839996,146.009995,146.009995,67934800
11/12/2021,146.029999,148.589996,144.25,147.889999,147.889999,52162100
11/15/2021,148,148.979996,142.860001,146.490005,146.490005,52271300
11/16/2021,145.929993,153.080002,145.339996,152.449997,152.449997,53100800
11/17/2021,151.979996,154.660004,149.690002,151.339996,151.339996,54527500
11/18/2021,157.070007,158.889999,152.559998,155.020004,155.020004,60612700
11/19/2021,155.759995,156.919998,153.449997,155.410004,155.410004,41668900
11/22/2021,157.139999,161.880005,152.389999,152.520004,152.520004,58674100
11/23/2021,150.410004,152.660004,145.300003,149.919998,149.919998,62852700
11/24/2021,149.460007,157.929993,147.190002,157.800003,157.800003,60677100
11/26/2021,155.800003,158.100006,152.809998,154.809998,154.809998,36245100
11/29/2021,157.5,162.509995,156.100006,161.910004,161.910004,57438900
11/30/2021,163.279999,164.460007,155.679993,158.369995,158.369995,75182500
12/1/2021,160.369995,160.880005,148.919998,149.110001,149.110001,64039100
12/2/2021,147.679993,152.529999,146.470001,150.679993,150.679993,56161200
12/3/2021,151.649994,152.380005,140.720001,144.009995,144.009995,65910000
12/6/2021,141.139999,141.309998,134.199997,139.059998,139.059998,66776500
12/7/2021,143.899994,145.759995,141,144.850006,144.850006,53359400
12/8/2021,144.960007,147.039993,142.699997,145.240005,145.240005,40977500
12/9/2021,145.160004,146.690002,137.800003,138.100006,138.100006,53019900
12/10/2021,141.289993,141.369995,135.820007,138.550003,138.550003,42224300
12/13/2021,138.25,139.399994,133.419998,133.800003,133.800003,42174000
12/14/2021,131.669998,137.240005,130.600006,135.600006,135.600006,50754600
12/15/2021,135.110001,146.690002,133.809998,146.5,146.5,72425800
12/16/2021,147,147.929993,137.020004,138.639999,138.639999,63369600
12/17/2021,136.300003,142.039993,136.110001,137.75,137.75,55642100
12/20/2021,135.970001,138.259995,133.520004,135.800003,135.800003,38195400
12/21/2021,138.190002,144.5,135.149994,144.25,144.25,57785200
12/22/2021,142.649994,144.5,140.270004,143.880005,143.880005,46923700
12/23/2021,143.889999,149.020004,143.850006,146.139999,146.139999,48653800
12/27/2021,147.509995,154.889999,147.25,154.360001,154.360001,53296400
12/28/2021,155.880005,156.729996,151.380005,153.149994,153.149994,58699100
12/29/2021,152.820007,154.339996,147.289993,148.259995,148.259995,51300200
12/30/2021,147.440002,148.850006,144.850006,145.149994,145.149994,44358000
12/31/2021,146.160004,148.610001,143.550003,143.899994,143.899994,49448100
1/3/2022,145.139999,151.649994,145.020004,150.240005,150.240005,59396600
1/4/2022,151.009995,152.419998,140.699997,144.419998,144.419998,80200500
1/5/2022,142.820007,143.759995,135.289993,136.149994,136.149994,65403200
1/6/2022,136.190002,138,131.770004,136.229996,136.229996,64802900
1/7/2022,136.279999,137.440002,131.130005,132,132,58441100
1/10/2022,129.080002,132.419998,125.029999,132,132,84671300
